overall,reviewText,,,,,,,,,,
5,"Let me know if you like my review. This will encourage me to continue writing and updating my reviews, and leave a comment if you have any questions, I will be more than happy to answer if I can be of help :)CHARACTERISTICS of the PRODUCT:*  Never drop your phone again. Attach this Phone Ring Grip to your mobile phone for an extra secure grip, to prevent theft and dropping your phone (or tablet). This package contains 2 Phone Ring Grips, both including a car mount.*  Stop using that pinky! Ever noticed that you automatically use your pinky finger to support your phone? Else, it would slide out of your hand. But not with the Phone Ring Grip! Your phone can rest comfortably on the palm of your hand. Something you will quickly appreciate :-)*  The Phone Ring Grip can also be used as a phone stand. Ideal to place your mobile phone on your desk at the office, on the kitchen counter when you are cooking, on the nightstand next to your bed, etc. Great for watching videos, listening music, making a video call, alarm clock use, etc.*  A car mount is also included, for easy and safe handsfree use of your phone inside your car. Great for satellite navigation, streaming music to your car radio or making handsfree calls. The car mount is very easy to use, just hook the Phone Ring Grip to it.*  The Phone Ring Grip is compatible with all smartphones and tablets that have a flat and non-textured back surface. For example: iPhone 6 Plus, 6, 5, 5c, 5s, 6, 6 plus, iPad Pro, iPad Air 2, iPad Air, iPad mini 4, iPad mini 2, Samsung Galaxy S7, S7 Edge S6, S6 edge, S7, S7 edge, Galaxy TabPro, Galaxy Tab S, Galaxy Tab, Galaxy Note and many more.I had purchased a finger grip phone holder from another company before and it's been the greatest invention for me. I don't set my phone down and forget it as much as I used to. I usually just turn the phone around on my finger to the back of my hand and do what I need to. It frees up my hands. It also makes for a great stand when I set my phone on the table. Since I change out my cases a lot I wanted more to have them already on my case and go with it.This kit comes with a silver ring on a pink base and silver base that have an adhesive on the back as well as 2 white ring car mounts that has an adhesive on the back. The ring with the base goes on the back of your phone or your phone's case and the ring holder goes on your dashboard or anywhere where you may want to hang your phone. The adhesive is reusable. It can be reactivated by lighting washing it under water to remove any dust or debris. The style ring rotates 380 degrees and flips 180 degrees.I purchased the silver and pink set because it would match nicely with most of my cases. I immediately cleaned off a case and let it dry properly. I then applied the phone ring grip. I pushed it on tightly and let it adhere for about 24 hours before I started pulling on it. It's staying on nicely and hasn't come off like another one I purchased on another site. The ring turns smoothly and is tight enough so that it stays in the position that I put it in.I absolutely love these things and highly recommend them to everyone when they comment on it when I have my phone out.",,,,,,,,,,
3,Decent case. Slimmest I could find that had kickstand. S pen works fine. Only complaint is that the silver colour became all scratched up within a week off using it.,,,,,,,,,,
5,After the IOS8 update my iPhone 5s would discharge incredibly fast and would usually never make it through the day on the initial charge. Carrying around cables and looking for an outlet is an incredible pain. This case seemed like the perfect solution and it has worked very well. It fits the phone snugly. The battery stays fully charged for days and when needed it charges my phone from 2% to 100% without any issues. I was very pleased with the product and the price.,,,,,,,,,,
4,"Got this case for my Mom's samsung vibrant, it was a little difficult to put on, and the power/volume buttons are a little hard to press. but other than that its the perfect case for protection and a little personality!",,,,,,,,,,
5,"Love this product. Bought this after my Incipio Feather Case cracked after a single drop. This is much more durable. Minor problems are static cling from my pocket (no matter how much i clean my pocket out) and the port opening for the USB connector is not large enough for all micro USB connectors. I have leftovers from other phones and for MHL adapters that are too big for the opening, requiring me to remove the case to plug it in. A minor inconvenience.",,,,,,,,,,
3,"I would say it works well, however the button to power it on went crazy, we ended up having to removed it and just find items to poke the tiny under button. But if that didn't break otherwise it works great and charges quickly.",,,,,,,,,,
5,AWESOME. PERFECT FIT. GREAT QUALITY. LOVE THEM,,,,,,,,,,
5,I like,,,,,,,,,,
5,"If you're someone who spends a lot of time around water, protecting your phone might be your topmost priority. Whether you hike, kayak, swim, fish, etc... water can be a pretty big problem when it comes to technology.I've read about other ""waterproof"" cases that fail to make the grade. If this case wasn't genuinely waterproof, you could ruin your phone completely. Because of that, I wanted to test this case out before trusting my phone with it. I placed a sheet of paper in this case, sealed it, and then stuck in in my sink underwater. After three hours, I came back to find that the paper was completely dry. I pressed on the case, squeezed, and tried to stress-test it, because no water was able to get in. I felt safe to try it again now with my phone, and it worked great. Underwater, I was able to use the screen almost as if it weren't wrapped in plastic at all. Of course, behind the plastic barrier, the screen isn't as responsive as usual, but everything but the most sensitive movements are still usable.This is the first brand of waterproof case that I've tried, but I'm wary of other products. I've read a lot of bad reviews of leaks and such. Luckily, this case seals shut really well, and I would trust my phone in it any day. Tested with an iPhone and a Droid RAZR.[Note: the author was provided this product from the distributor in return for a review]",,,,,,,,,,
5,Great Item...,,,,,,,,,,
5,Thanks,,,,,,,,,,
1,It doesn't stay put! Cracked my screen protector because this thing made my phone fly off the steering wheel.,,,,,,,,,,
5,nice product,,,,,,,,,,
4,"Works well for my S7, but I wish it would turn the screen on/off when you flip the front. Also it would be better if it had an elastic band. I didn't really want this style of case, but it was the best solution I've thought of to really protect the screen, since I haven't found a good curved tempered glass, and I think the sticker screen protectors are kind of useless. This will make due for now.",,,,,,,,,,
1,kept peeling up on the sides no matter what I tried,,,,,,,,,,
5,"It's a nice lightweight and streamlined case that can take a beating (I work in the automotive industry that requires me getting elbow deep in grease, rust, dirt, and all the other nasty things to expect around engines and suspensions). My case has taken more than its share of tumbles without missing a beat. I've also been sporting an Invisishield tempered glass screen protector since day one, which helps as well.What I truly like about this case is its lack of bulk. All the other cases I considered (e.g. Otter Box Defender) are just way too bulky for my liking... plus this one has a kickstand (albeit a flimsy one, so take care when utilizing it). Also for those that are wondering, yes this case does give you ample protection for your rear camera lens.The only gripe I have would the small headphone jack hole.",,,,,,,,,,
5,I bought these for my daughter's phone and after months of having them she still has the very first one she put on on her phone. She's never had any troubles with the touch or any problems  with it not being crystal clear. I've bought many screen protectors that scratch easily or dull after time but these by Maxboost have never done that.,,,,,,,,,,
